text,label
"صحفي إسرائيلي يشكك بفيديو نشره المتحدث باسم نتنياهو نشر أوفير جندلمان المتحدث باسم رئيس الوزراء الإسرائيلي -للعالم العربي- مقطع فيديو عبر حسابه على منصة إكس، ادعى فيه أن الكلاب البوليسية التابعة للجيش تلاحق عناصر من حماس داخل أنفاق غزة وتعتقلهم. A must watch: IDF attack dogs go after Hamas-ISIS terrorists inside their tunnels in the Gaza Strip and take them down. Hear the terrorists scream.pic.twitter.com/K0DGkZciC8 — Ofir Gendelman (@ofirgendelman)November 4, 2023 ومع بدء انتشار الفيديو على منصات التواصل الإسرائيلية والعربية، غرد المراسل العسكري لموقع ""يانت",0
مظاهرات حاشدة في مدن عربية وغربية وإسلامية دعما لغزة تتواصل المظاهرات الشعبية ومسيرات التضامن معقطاع غزةفي عدد من المدن الغربية والعربية والإسلامية، في ظل استمرار العدوان الإسرائيلي لليوم الـ30 على القطاع وفشل مساعي فرض وقف لإطلاق النار يوقف نزيف الدم المستمر. وفي ما يلي أبرز المظاهرات التي خرجت اليوم تضامنا مع غزة: شهدت العاصمة الإندونيسية جاكرتا مظاهرات حاشدة تنديدا بالحرب الإسرائيلية على غزة وللمطالبة بوقف إطلاق النار، شارك فيها وزراء في الحكومة وقادة أحزاب وبرلمانيون وقادة منظمات إسلامية إندونيسية. وقدّر المنظمون عدد المشاركين في المظاهرة بنحو مليون ونصف ,0
"نتنياهو لن يوقف إطلاق النار دون عودة المحتجزين قال رئيس الوزراء الإسرائيليبنيامين نتنياهو-اليوم الأحد- إنه لن يكون هناك وقف لإطلاق النار فيغزةدون عودة الأسرى الإسرائيليين الذين تحتجزهمحماسفي القطاع منذ 7 أكتوبر/تشرين الأول الماضي. وقال نتنياهو خلال زيارة قاعدة رامون الجوية ""أريدكم أن تعلموا أن هناك شيئاً واحداً لن نفعله، لن يكون هناك وقف لإطلاق النار دون عودة مختطفينا"". وأضاف حسبما نقل مكتبه عنه في تصريح مكتوب ""لكل من أعدائنا وأصدقائنا. سنستمر حتى نهزمهم (حماس) ليس لدينا بديل"". وكان العديد من الإسرائيليين تظاهروا الليلة الماضية أمام مقر نتنياهو وطالبوه ",0
"مدير ""سي آي إيه"" يبحث في إسرائيل ودول بالمنطقة منع توسع الحرب بدأ مدير وكالة المخابرات المركزية الأميركية (سي آي إيه) وليام بيرنز مباحثات في إسرائيل حول الحرب علىغزة، وقضية المحتجزين لدىحركة حماس، ومنع توسع نطاق المواجهة المستمرة منذ نحو شهر. وقد اجتمع بيرنز فور وصوله إلى إسرائيل أمس الأحد برئيس جهاز الموساد الإسرائيلي ديفيد برنيع، ومن المتوقع أن يلتقي اليوم الاثنين رئيس الحكومة بنيامين نتنياهو. وبالإضافة إلى إسرائيل، تشمل جولة مدير الـ""سي آي إيه"" دولا عدة في المنطقة بينها مصر والأردن وقطر والإمارات. ونقلت صحيفة نيويورك تايمز عن مسؤولين أميركيين أن الولايات المتحدة تت",0
"قمة إسلامية ""طارئة"" بالرياض لبحث عدوان إسرائيل على غزة أعلنت منظمة التعاون الإسلامي عقد قمة طارئة الأحد المقبل في العاصمة السعودية الرياض، لبحث العدوان الإسرائيلي على قطاع غزة مع دخول القصف الإسرائيلي على القطاع يومه الـ31. وفي بيان للمنظمة اليوم الاثنين تقرر عقد قمة طارئة لمنظمة التعاون الإسلامي في 12 نوفمبر/تشرين الثاني الجاري بناء على دعوة من السعودية بصفتها رئيسة القمة الحالية. وأورد البيان أن القمة ستعقد ""الأحد المقبل في مدينة الرياض بهدف بحث العدوان الإسرائيلي الغاشم على الشعب الفلسطيني""، دون مزيد من التفاصيل. وفي 18 أكتوبر/تشرين الأول الماضي عقدت منظمة ا",0
اقتحامات إسرائيلية واسعة ومواجهات مع المقاومة في الضفة الغربية نفذت قوات الاحتلال الإسرائيلي في وقت مبكر اليوم الاثنين عمليات اقتحام جديدة واسعة فيالضفة الغربيةتخللتها اعتقالات واشتباكات مع مقاومين فلسطينيين. وقال مراسل الجزيرة إن قوات الاحتلال اقتحمت مجددا المنطقة الشرقية من مدينة نابلس شمال الضفة. وذكرت مصادر فلسطينية أن اشتباكات مسلحة اندلعت في المنطقة بين مقاومين فلسطينيين والقوات المتوغلة بنابلس. اشتباكات بين فلسطينيين وقوات الاحتلال الإسرائيلي بمنطقة الجبل الشمالي في نابلس بالضفة الغربية#فيديو#حرب_غزةpic.twitter.com/ICOrkkK0BO — الجزيرة فلسطين (@AJA_Palestine)Nov,0
"ذوو المحتجزين الإسرائيليين بغزة يعتصمون قبالة الكنيست نظم أهالي الأسرى الإسرائيليين المحتجزين لدى المقاومة الفلسطينية، مساء الاثنين، مظاهرة أمام مبنى الكنيست بالقدس المحتلة. وقال مراسل الجزيرة إن ذوي المحتجزين الإسرائيليين في غزة نصبوا خياما قبالة مبنى البرلمان الإسرائيلي ""الكنيست"" وقرروا التظاهر في يوم السبت من كل أسبوع. ويدعو أفراد عائلات الأسرى الإسرائيليين والمفقودين إلى اتخاذ إجراءات حكومية وإعادة ذويهم إلى منازلهم، وتشعر عائلات الضحايا بالقلق من أن الهجوم العسكري البري على غزة قد يؤدي إلى مقتل محتجزين أثناء القصف الإسرائيلي أو من ردود فعل انتقامية للمقاو",0
الحرب على غزة مباشر.. المقاومة تدمر آليات ودبابات وبايدن يبحث مع نتنياهو وقفا إنسانيا للحرب في اليوم الـ31 من الحرب على غزة، استشهد عشرات الفلسطينيين في غارات إسرائيلية ليلية مكثفة، بعد يوم من ارتكاب مجزرتين جديدتين، إحداهما قرب ميناء غزة، والثانية في مخيم المغازي، خلّفتا 75 شهيدا. تابع الجزيرة نت على:,0
"شاهد.. مدير المستشفى الإندونيسي بغزة يبكي حال المرضى والمصابين وثّق ناشطون ومنصات إخبارية فلسطينية مشهدا مصورا لمديرالمستشفى الإندونيسيفيغزةعاطف الكحلوت وهو ييكي خلال مناشدته للعالم، بشأن ما آل إليه حال المشفى من أوضاع توصف بالكارثية، وسط اكتظاظه بالمرضى والمصابين جراء العدوان الإسرائيلي المستمر على القطاع لأكثر من شهر، والذي أصاب -أيضا- محيط المستشفى لأكثر من مرة. وناشد مدير المستشفى العالم ومنظمات حقوق الإنسان لإنقاذ الشعب الفلسطيني من ""آلة الدمار الصهيوني""، قائلا من داخل غرفة العناية المركزة ""هذه دموع العاجز.. نشكو إلى الله الأمة العربية والإسلامية والعالم الظالم مم",0
الحرب على غزة مباشر.. مجازر جديدة وغارات للاحتلال ودوي انفجارت في تل أبيب في اليوم الـ32 من الحرب علىغزة، تواصلت الغارات المكثفة على القطاع، وارتكبت قوات الاحتلال مجازر جديدة في دير البلح ومخيمي المغازي والشاطئ وفي حي الزيتون، كما استهدفت بالقصف مبنى تابعا لمستشفى الشفاء ومحيط المستشفى الإندونيسي شمال القطاع. تابع الجزيرة نت على:,0
"ارتفاع عدد شهداء الضفة برصاص الاحتلال إلى 8 أفاد مراسل الجزيرة بارتفاع عدد الشهداء الفلسطينيين خلال الساعات الـ24 الماضية برصاص قوات الاحتلال فيالضفة الغربيةوالقدس إلى 8 شهداء، 4 منهم في طولكرم واثنان في كل من القدس والخليل. ففي طولكرم استشهد 4 مقاومين فلسطينيين اغتالتهم قوات الاحتلال الإسرائيلي. وأفادت مصادر للجزيرة أن المقاومين الأربعة هم قادة في كتيبة طولكرم المعروفة باسم ""الرد السريع""، وأن أحدهم من القسام واثنين من كتائب شهداء الأقصى. وقالت كتيبة طولكرم في سرايا القدس إنها تخوض اشتباكات عنيفة مع قوات الاحتلال داخل مخيم طولكرم. كما استهدفت قوات ال",0
إصابة مبنى في إيلات بطائرة مسيرة والبلدية تلغي كل التجمعات أعلن الجيش الإسرائيلي أن انفجارا وقع -اليوم الخميس- في مدينةإيلاتعلى البحر الأحمر جراء اصطدام طائرة مسيرة بإحدى المدارس، وقال إنه يقوم بالتحقق من جهة إطلاق الطائرة، بعدما أعلن الآونة الأخيرة اعتراض صواريخ ومسيّرات أطلقت باتجاه المدينة. وقال الإسعاف الإسرائيلي إنه تعامل مع 7 حالات لأشخاص أصيبوا بالهلع جراء الانفجار الذي هز إيلات، في حين أغلقت الشرطة طرقا عدة في موقع تحطم المسيّرة، ووصل خبير متفجرات المكان لمباشرة التحقيق في إطار التعامل مع حدث أمني. وأفاد مراسل الجزيرة إلياس كرام بأن الصور الواردة من إيلات ت,0
"وزير خارجية إيران: توسيع نطاق الحرب أصبح أمرا لا مفر منه قال وزير الخارجية الإيرانيحسين أمير عبد اللهيان، اليوم الخميس، إن توسيع نطاق الحرب أصبح أمرا لا مفر منه نظرا لتزايد حدة الحرب التي تشنها إسرائيل على غزة. ونشرت الخارجية الإيرانية تغريدة لعبد اللهيان على موقع ""إكس"" (تويتر سابقا) قال فيها إن ""إن وقت استمرار جرائم تل أبيب يقترب من نهايته بسرعة"". وأضاف الوزير الإيراني أن الحرب التي تشنها إسرائيل على غزة منذ أكثر من شهر أظهرت ""الوجه الإجرامي والعنيف والعدواني للكيان الصهيوني بشكل واضح في إبادة النساء والأطفال في غزة"". ""إن وقت استمرار جرائم تل أبيب يقترب من نهايت",0
الحرب على غزة مباشر.. الاحتلال ينفي وقف إطلاق النار ويقصف محيط المستشفى الإندونيسي في اليوم الـ34 من الحرب على قطاعغزة، يواصل جيش الاحتلال غاراته على مناطق متفرقة من القطاع، في حين اندلعت اشتباكات ضارية بين فصائل المقاومة الفلسطينية وقوات إسرائيلية توغلت في منطقتين بمدينة غزة. تابع الجزيرة نت على:,0
"بسبب تغريدة عن أطفال غزة.. إسرائيليون يهاجمون رائد تكنولوجيا أميركيا شهيرا تعرّض رائد التكنولوجيا الأميركي الشهير بول غراهام لهجوم حاد من مغردين إسرائيليين على خلفية تغريدة له على منصة ""إكس"" تحدث فيها عن آلاف الأطفال الفلسطينيين الذين استشهدوا جرّاء القصف الإسرائيلي المتواصل علىقطاع غزةمنذ أكثر من شهر. وكتب غراهام -وهو أيضا كاتب ومستثمر ومؤسس شركة ""فيا ويب"" التي سُميت لاحقا بمتجر ياهو- ""شهر كئيب.. 31 إسرائيليا وما لا يقل عن 3600 طفل فلسطيني قتلوا منذ 7 أكتوبر/تشرين الأول الماضي"". ويبدو أن التغريدة قد أثارت غضب المؤيدين للاحتلال الإسرائيلي، فكتب الإسرائيلي جوناثان عوفاديا يسأله عن ",0
"فيديو مطالبة مرزوق الغانم بطرد الوفد الإسرائيلي من اتحاد البرلمان الدولي قديم تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادعت أنه يظهر ممثل البرلمان الكويتي في اتحاد البرلمان الدولي، الذي عقد حديثًا بشأن الأوضاع في غزة، وهو يطالب بطرد ممثل البرلمان الإسرائيلي من الجلسة. الكويتي مرزوق علي الغانم *موقف رجولي وبطولي لممثل البرلمان الكويتي في الاتحاد الدولي للبرلمان الذي عقد بالامس قام بطرد ممثل البرلمان الاسرائيلي من الجلسة* pic.twitter.com/tz1z3xfrPD — عبدالله المانع (@aalmanah) October 15, 2023",1
المشهد قديم وليس لصالح الجعفراوي وهو يمثل إصابته بقصف إسرائيلي في غزة تتداول صفحات وحسابات إسرائيلية على موقع التواصل الاجتماعي إكس، منذ ساعات، مشهدين ادّعى ناشروهما أنّهما لشاب فلسطيني من قطاع غزة، قام بتمثيل دور مصاب في أحد المستشفيات ثم ظهر مرة أخرى وهو يوثق يومياته في شوارع غزة خلال القصف. وزعمت أن الشاب يعمل لدى حماس ويفبرك مشاهد لكسب التعاطف.,1
"الصور لشخصيات مختلفة وليست لعقيد إسرائيلي أسرته المقاومة تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، ثلاث صور تدّعي أنها لعقيد في جيش الاحتلال الإسرائيلي، يُدعى يائير شالام، تمكّنت المقاومة الفلسطينية من أسره. صورة يدّعي ناشروها أنّها لعقيد يدعى ""يائير شالام"" قاد الهجوم على مخيم البريج صورتان يدّعي ناشروهما أنّهما لقائد الهجوم البري على مخيم البريج الأسير لدى المقاومة",1
إسرائيل بالعربية تنشر انتقاد تركي الفيصل لحماس وتتجاهل حديثه عن الاحتلال علقت حسابات إسرائيل بالعربية على مواقع التواصل الاجتماعي، يوم أمس السبت 21 أكتوبر/تشرين الأول، على تصريحات أدلى بها رئيس الاستخبارات السعودية السابق وسفير المملكة الأسبق في الولايات المتحدة، الأمير تركي الفيصل عن الحرب الإسرائيلية على قطاع غزة، بعد عملية طوفان الأقصى التي أطلقتها كتائب عز الدين القسام الذراع العسكري لحركة المقاومة الإسلامية حماس، في السابع من الشهر الجاري. ونشرت إسرائيلية بالعربية جزءًا من حديث الأمير تركي الفيصل، الذي قالت إنّه انتقد فيه حركة حماس فقط. هل جاءت تصريحات تركي الفيصل كما نشرت ,0
"الفيديو من لعبة إلكترونية وليس لاستهداف المقاومة طائرات الاحتلال خلال الحرب الجارية تتداول صفحات وحسابات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادعى متداولوه أنه للحظة إسقاط عناصر من حركة المقاومة الإسلامية حماس، لأسطول من الطائرات الإسرائيلية خلال الحرب الجارية على قطاع غزة. برد قلبك …. اسقاط اسطول من الطايرات الصهيونيه علي يد المقاومه حماس انشروا الصور في جانب العدو لانهزامهم النفسي وبث الرعب بقلوبهم فهم احرص الناس على حياة pic.twitter.com/l5FeRxx0O3 — د.أيسر Ayser (@aysardm) October 22, 2023",1
"ما أسباب امتناع تونس والعراق عن التصويت لصالح القرار الداعي لهدنة إنسانية في غزة؟ نشر الناشط الإسرائيلي إيدي كوهين في حسابه على موقع التواصل الاجتماعي إكس، ادعاءات حول سبب امتناع تونس والعراق عن التصويت لقرار اعتمدته الجمعية العامة للأمم المتحدة، في 27 أكتوبر/تشرين الأول الجاري، يدعو الى وقف الأعمال العدائية في غزة. وزعم كوهين في منشوره الذي تناقلته حسابات وصفحات على مواقع التواصل الاجتماعي، أن سبب إقدام تونس والعراق على الامتناع عن التصويت، هو “منع حركة حماس من تجميع قوتها مجددًا”، وقيامها بما سمّاه ""ارتكاب المزيد من الجرائم"". وأشار كوهين في منشوره إلى أنّ “الرئيس التونسي قيس سعيد يقف م",0
مشهد قديم لإطلاق صورايخ وليس لاستهداف المقاومة مستوطنات إسرائيلية حديثًا تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادعت أنه لإطلاق كتائب عز الدين القسام، الجناح العسكري لحركة حماس، صواريخ تجاه المدن والمستوطنات الإسرائيلية خلال الحرب الجارية.,1
"ادعاءات إسرائيلية مضللة تزعم استخدام حماس لخزانات وقود بدل توزيعها على المرافق المدنية شارك الناطق باسم جيش الاحتلال الإسرائيلي، أفيخاي أدرعي عبر حساباته على مواقع التواصل الاجتماعي، صورة ادّعى أنّها توثق وجود كمية مقدرة بنصف مليون لتر من الوقود في معبر رفح، نافيًا وجود أزمة داخل القطاع جراء نفاد الوقود. وادعى افيخاي في منشوره الذي أرفقه بصور لصهاريج أن كمية السولار موجود بحوزة حماس إلى جانب معبر رفح. وقال أدرعي ""هذا السولار يسرقونه من المدنيين وينقلونه إلى أنفاقهم وقاذفاتهم وقادتهم""، وادعى أنهم يطلقون مزاعم عدم قدرتهم على إمداد المرافق الحيوية بالمادة، لأنها ليست في سلم أولوياتهم. فما حقيقة ",1
الفيديو ليس لمواجهات بين الجيش الإسرائيلي وحركة حماس خلال العملية البرية في غزة تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، داعمة للاحتلال الإسرائيلي، حديثًا، مقطع فيديو ادّعت أنّه يظهر قوات الجيش الإسرائيلي، وهي تقضي على عناصر من حركة حماس تجمعوا داخل مبانٍ في غزة، خلال التوغل البرّي الإسرائيلي الأخير في قطاع غزة. 🚨FOOTAGE: Israeli Forces Eliminate Dozens of Hamas Members in Gaza Buildings Israeli ground forces eliminated numerous Hamas members who had gathered in buildings within the Gaza Strip#tariqjameel #GazaWar #matthewperry #غزة_تنتصر #FuryvsNgannou #FreePalestine #FreePal,1
"الفيديو ليس لشرطي إسرائيلي يخنق طفلًا فلسطينيًا حتى الموت شرطي اسرائيلي يخنق طفلا فلسطينيا حتى الموت يوم السبت خلال مظاهرة من السفارة الامريكية في القدس. حتى أن الصبي البريء قد قرأ ""كلمة الشهادة"" قبل وفاته. على الرغم من المحاولات العديدة التي قامت بها المجموعات لتنزيل هذا الفيديو على Youtube ، إلا أنها كانت كذلك تمت إزالته بشكل منهجي pic.twitter.com/YmnHOJe2Vn — ابو حمد (@doDvuSrDmiFcgJH) December 31, 2022",1
الفيديو مفبرك وليس لاختراق هاكر يمني بث القناة العبرية 13 تتداول صفحات وحسابات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادّعت أنه لقرصنة هاكر يمني للقناة العبرية 13، وبث فيها مقطعًا صوتيًّا للناطق باسم كتائب القسام “أبو عبيدة” وهو يهدد إسرائيل.,1
"الفيديو من تركيا وليس لإتلاف مساعدات من شركات داعمة لإسرائيل في غزة تتداول حسابات وصفحات مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو يدعي ناشروه أنه لإتلاف فلسطينيين في غزة مساعدات من منتجات شركات داعمة لإسرائيل. شاهد كيف استقبل أطفال وشباب #غزة المساعدات التي قدمت من الدول فهل يعقل تقدم لهم مساعدات من منتجات المقاطعة ؟ #طوفان_الأقصى pic.twitter.com/mqSoGcpHsw — أخبار الخابورة (@AlKaboura_News) November 4, 2023",1
"ما حقيقة الأنباء المتداولة حول حذف تطبيقات خرائط صينية لاسم إسرائيل مؤخرًا؟ تتداول مواقع إخبارية وحسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، لقطة شاشة من تطبيق الخرائط الصيني Petal Map، وادّعى متداولوها أنّ التطبيق حذف اسم إسرائيل كليًّا من خرائطه الرقمية واستبدله بفلسطين. هذا تطبيق petal map الصيني الخاص بهواوي، أزال إسرائيل ووضع فلسطين pic.twitter.com/Xib72VnEOr — روسيا الآن✪ (@Russianowarabic) October 31, 2023 وخلال البحث، وجد ""مسبار"" أنّ تطبيق الخرائط الصيني ""بيتال"" يُظهر حاليًّا، اسم إسرائيل، وهي غير محذوفة أو مستبدلة بفلسطين. خرائط بيتال تُظهر إسرائيل وفلسطين تُظهر خر",0
"الفيديو من سوريا وليس لتدمير دبابة إسرائيلية في قطاع غزة ابشروا وكبروا 🇵🇸 الله اكبر ✌️🇵🇸 من قال ان الصفر لا قيمة له مع ابو عبيدة صار اله قيمه عاليه جدا جدا ✌️ غزه 🇵🇸 pic.twitter.com/LxuUEYwosD — احداث غزه 🇵🇸🇵🇸 (@klm3at) November 5, 2023",1
الفيديو قديم وليس لاعتراض السعودية صاروخًا أطلقه الحوثيون نحو إسرائيل تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادّعى ناشروه أنّه لمحاولة السعودية اعتراض صاروخ يمني أُطلق نحو إسرائيل خلال الحرب الحالية على غزة. لقطة شاشة من فيديو تدّعي ناشرته أنّه لصاروخ اعترضته السعودية حديثًا,1
الفيديو من روسيا وليس لقصف استهدف مدينة إيلات تتداول صفحات وحسابات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادّعت أنه لانفجار صواريخ أطلقتها المقاومة الفلسطينية داخل مستوطنة إيلات، حديثًا. لقطة شاشة لفيديو يدّعي ناشروه أنّه لقصف صاروخي للمقاومة على إيلات,1
الفيديو قديم وليس لتدمير المقاومة آلية عسكرية إسرائيلية في قطاع غزة تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو زعم متداولوه أنّه لتفجير كتائب القسام آلية عسكرية إسرائيلية، خلال التوغل البري الإسرائيلي الأخير في قطاع غزة.,1
